schema,table,kind,ordinal,column,data_type,udt,nullable,column_default,maxlen,is_tenant_id
analytics,ap_provider,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,ap_provider,table,2,sucursal,text,text,NO,,,
analytics,ap_provider,table,3,proveedor_norm,text,text,NO,,,
analytics,ap_provider,table,4,proveedor,text,text,YES,,,
analytics,ap_provider,table,5,compra_12m,numeric,numeric,YES,0,,
analytics,ap_provider,table,6,pagos_12m,numeric,numeric,YES,0,,
analytics,ap_provider,table,7,saldo,numeric,numeric,YES,0,,
analytics,ap_provider,table,8,num_facturas,integer,int4,YES,0,,
analytics,ap_provider,table,9,ultima_compra,date,date,YES,,,
analytics,ap_provider,table,10,dpo_dias,integer,int4,YES,,,
analytics,ap_provider,table,11,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,ap_provider,table,12,warehouse_id,uuid,uuid,YES,,,
analytics,bank_postings_snapshot_bak,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,bank_postings_snapshot_bak,table,2,client_uuid,text,text,NO,,,
analytics,bank_postings_snapshot_bak,table,3,sucursal,text,text,NO,,,
analytics,bank_postings_snapshot_bak,table,4,doc_tipo,text,text,NO,,,
analytics,bank_postings_snapshot_bak,table,5,folio,text,text,YES,,,
analytics,bank_postings_snapshot_bak,table,6,linea,integer,int4,YES,,,
analytics,bank_postings_snapshot_bak,table,7,fecha,date,date,YES,,,
analytics,bank_postings_snapshot_bak,table,8,anio_mes,text,text,NO,,,
analytics,bank_postings_snapshot_bak,table,9,cargo_abono,character,bpchar,NO,,1,
analytics,bank_postings_snapshot_bak,table,10,importe,numeric,numeric,NO,0,,
analytics,bank_postings_snapshot_bak,table,11,contraparte,text,text,YES,,,
analytics,bank_postings_snapshot_bak,table,12,forma,text,text,YES,,,
analytics,bank_postings_snapshot_bak,table,13,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,bank_postings_snapshot_bak,table,14,warehouse_id,uuid,uuid,YES,,,
analytics,caja_arqueos,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,caja_arqueos,table,2,source_caja,text,text,NO,,,
analytics,caja_arqueos,table,3,mov_id,text,text,NO,,,
analytics,caja_arqueos,table,4,folio,text,text,YES,,,
analytics,caja_arqueos,table,5,tipo,text,text,YES,,,
analytics,caja_arqueos,table,6,almacen,text,text,YES,,,
analytics,caja_arqueos,table,7,caja,text,text,YES,,,
analytics,caja_arqueos,table,8,arqueo_date,date,date,YES,,,
analytics,caja_arqueos,table,9,capturo,text,text,YES,,,
analytics,caja_arqueos,table,10,total_billetes,numeric,numeric,YES,0,,
analytics,caja_arqueos,table,11,total_monedas,numeric,numeric,YES,0,,
analytics,caja_arqueos,table,12,total_efectivo,numeric,numeric,YES,0,,
analytics,caja_arqueos,table,13,total_credito,numeric,numeric,YES,0,,
analytics,caja_arqueos,table,14,total_cheques,numeric,numeric,YES,0,,
analytics,caja_arqueos,table,15,total_tarjeta,numeric,numeric,YES,0,,
analytics,caja_arqueos,table,16,total_dolares,numeric,numeric,YES,0,,
analytics,caja_arqueos,table,17,mov_total,numeric,numeric,YES,0,,
analytics,caja_arqueos,table,18,denom,jsonb,jsonb,YES,,,
analytics,caja_arqueos,table,19,revisado,boolean,bool,YES,false,,
analytics,caja_arqueos,table,20,cancelado,boolean,bool,YES,false,,
analytics,caja_arqueos,table,21,observaciones,text,text,YES,,,
analytics,caja_arqueos,table,22,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,caja_bancos_catalog,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,caja_bancos_catalog,table,2,source_instance,text,text,NO,,,
analytics,caja_bancos_catalog,table,3,banco_code,text,text,NO,,,
analytics,caja_bancos_catalog,table,4,banco_name,text,text,YES,,,
analytics,caja_bancos_catalog,table,5,es_banco,boolean,bool,YES,false,,
analytics,caja_bancos_catalog,table,6,es_cuenta,boolean,bool,YES,false,,
analytics,caja_bancos_catalog,table,7,es_cheques,boolean,bool,YES,false,,
analytics,caja_bancos_catalog,table,8,bank_account_label,text,text,YES,,,
analytics,caja_bancos_catalog,table,9,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,caja_depositos,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,caja_depositos,table,2,source_instance,text,text,NO,,,
analytics,caja_depositos,table,3,deposito_id,text,text,NO,,,
analytics,caja_depositos,table,4,control,text,text,YES,,,
analytics,caja_depositos,table,5,almacen,text,text,YES,,,
analytics,caja_depositos,table,6,banco_code,text,text,YES,,,
analytics,caja_depositos,table,7,banco_name,text,text,YES,,,
analytics,caja_depositos,table,8,banco_cuenta,text,text,YES,,,
analytics,caja_depositos,table,9,deposito_date,date,date,YES,,,
analytics,caja_depositos,table,10,deposito_date_real,date,date,YES,,,
analytics,caja_depositos,table,11,tipo_pago_code,text,text,YES,,,
analytics,caja_depositos,table,12,tipo_pago,text,text,YES,,,
analytics,caja_depositos,table,13,total_deposito,numeric,numeric,YES,0,,
analytics,caja_depositos,table,14,total_deposito_real,numeric,numeric,YES,0,,
analytics,caja_depositos,table,15,comision,numeric,numeric,YES,0,,
analytics,caja_depositos,table,16,iva,numeric,numeric,YES,0,,
analytics,caja_depositos,table,17,revisado,boolean,bool,YES,false,,
analytics,caja_depositos,table,18,eliminado,boolean,bool,YES,false,,
analytics,caja_depositos,table,19,observaciones,text,text,YES,,,
analytics,caja_depositos,table,20,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,caja_general_cuentas,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,caja_general_cuentas,table,2,source_caja,text,text,NO,,,
analytics,caja_general_cuentas,table,3,id_cuenta,text,text,NO,,,
analytics,caja_general_cuentas,table,4,nombre,text,text,YES,,,
analytics,caja_general_cuentas,table,5,nombre_largo,text,text,YES,,,
analytics,caja_general_cuentas,table,6,nivel,integer,int4,YES,,,
analytics,caja_general_cuentas,table,7,grupo,text,text,YES,,,
analytics,caja_general_cuentas,table,8,acumula_a,text,text,YES,,,
analytics,caja_general_cuentas,table,9,afectable,boolean,bool,YES,false,,
analytics,caja_general_cuentas,table,10,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,caja_general_movimientos,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,caja_general_movimientos,table,2,source_caja,text,text,NO,,,
analytics,caja_general_movimientos,table,3,tipo_dto,integer,int4,NO,,,
analytics,caja_general_movimientos,table,4,mov_id,text,text,NO,,,
analytics,caja_general_movimientos,table,5,tipo,text,text,YES,,,
analytics,caja_general_movimientos,table,6,fecha,date,date,YES,,,
analytics,caja_general_movimientos,table,7,hora,text,text,YES,,,
analytics,caja_general_movimientos,table,8,usuario,text,text,YES,,,
analytics,caja_general_movimientos,table,9,cuenta,text,text,YES,,,
analytics,caja_general_movimientos,table,10,cuenta_nombre,text,text,YES,,,
analytics,caja_general_movimientos,table,11,nombre_cliente,text,text,YES,,,
analytics,caja_general_movimientos,table,12,concepto,text,text,YES,,,
analytics,caja_general_movimientos,table,13,ingreso,numeric,numeric,YES,0,,
analytics,caja_general_movimientos,table,14,gasto,numeric,numeric,YES,0,,
analytics,caja_general_movimientos,table,15,deposito,numeric,numeric,YES,0,,
analytics,caja_general_movimientos,table,16,efectivo,numeric,numeric,YES,0,,
analytics,caja_general_movimientos,table,17,denom,jsonb,jsonb,YES,,,
analytics,caja_general_movimientos,table,18,saldo,numeric,numeric,YES,0,,
analytics,caja_general_movimientos,table,19,corte,boolean,bool,YES,false,,
analytics,caja_general_movimientos,table,20,dolar,numeric,numeric,YES,0,,
analytics,caja_general_movimientos,table,21,tipo_cambio,numeric,numeric,YES,0,,
analytics,caja_general_movimientos,table,22,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,caja_sucursales_catalog,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,caja_sucursales_catalog,table,2,source_instance,text,text,NO,,,
analytics,caja_sucursales_catalog,table,3,almacen,text,text,NO,,,
analytics,caja_sucursales_catalog,table,4,empresa,text,text,YES,,,
analytics,caja_sucursales_catalog,table,5,nombre,text,text,YES,,,
analytics,caja_sucursales_catalog,table,6,nombre_corto,text,text,YES,,,
analytics,caja_sucursales_catalog,table,7,es_nomina,boolean,bool,YES,false,,
analytics,caja_sucursales_catalog,table,8,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,caja_ventas_diarias,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,caja_ventas_diarias,table,2,source_instance,text,text,NO,,,
analytics,caja_ventas_diarias,table,3,control,text,text,NO,,,
analytics,caja_ventas_diarias,table,4,empresa,text,text,YES,,,
analytics,caja_ventas_diarias,table,5,almacen,text,text,NO,,,
analytics,caja_ventas_diarias,table,6,venta_date,date,date,YES,,,
analytics,caja_ventas_diarias,table,7,capture_date,date,date,YES,,,
analytics,caja_ventas_diarias,table,8,captured_by,text,text,YES,,,
analytics,caja_ventas_diarias,table,9,venta_total,numeric,numeric,NO,0,,
analytics,caja_ventas_diarias,table,10,efectivo,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,11,efectivo_deposito,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,12,morralla,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,13,morralla_deposito,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,14,cheques,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,15,cheques_deposito,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,16,tarjeta,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,17,tarjeta_deposito,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,18,caja_chica,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,19,caja_chica_deposito,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,20,sobregiro,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,21,sobregiro_deposito,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,22,desglose,numeric,numeric,YES,0,,
analytics,caja_ventas_diarias,table,23,revisado,boolean,bool,YES,false,,
analytics,caja_ventas_diarias,table,24,eliminado,boolean,bool,YES,false,,
analytics,caja_ventas_diarias,table,25,observaciones,text,text,YES,,,
analytics,caja_ventas_diarias,table,26,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,cash_cuts,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
analytics,cash_cuts,table,2,tenant_id,uuid,uuid,NO,,,1
analytics,cash_cuts,table,3,warehouse_code,text,text,NO,,,
analytics,cash_cuts,table,4,warehouse_name,text,text,YES,,,
analytics,cash_cuts,table,5,caja,text,text,NO,,,
analytics,cash_cuts,table,6,folio,text,text,NO,,,
analytics,cash_cuts,table,7,business_date,date,date,NO,,,
analytics,cash_cuts,table,8,opened_at,timestamp with time zone,timestamptz,YES,,,
analytics,cash_cuts,table,9,closed_at,timestamp with time zone,timestamptz,YES,,,
analytics,cash_cuts,table,10,cajero_apertura,text,text,YES,,,
analytics,cash_cuts,table,11,cajero_cierre,text,text,YES,,,
analytics,cash_cuts,table,12,turno,text,text,YES,,,
analytics,cash_cuts,table,13,efectivo_esperado,numeric,numeric,NO,0,,
analytics,cash_cuts,table,14,efectivo_contado,numeric,numeric,NO,0,,
analytics,cash_cuts,table,15,efectivo_diff,numeric,numeric,NO,0,,
analytics,cash_cuts,table,16,tarjeta_esperado,numeric,numeric,NO,0,,
analytics,cash_cuts,table,17,tarjeta_contado,numeric,numeric,NO,0,,
analytics,cash_cuts,table,18,transfer_esperado,numeric,numeric,NO,0,,
analytics,cash_cuts,table,19,transfer_contado,numeric,numeric,NO,0,,
analytics,cash_cuts,table,20,total_venta,numeric,numeric,NO,0,,
analytics,cash_cuts,table,21,cerrado,boolean,bool,NO,true,,
analytics,cash_cuts,table,22,source,text,text,NO,'kepler'::text,,
analytics,cash_cuts,table,23,created_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,cash_cuts,table,24,updated_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,cash_cuts,table,25,tarjeta_diff,numeric,numeric,NO,0,,
analytics,cash_cuts,table,26,transfer_diff,numeric,numeric,NO,0,,
analytics,cash_cuts,table,27,arqueo_billetes,numeric,numeric,NO,0,,
analytics,cash_cuts,table,28,arqueo_monedas,numeric,numeric,NO,0,,
analytics,cash_cuts,table,29,arqueo_otros,numeric,numeric,NO,0,,
analytics,cash_cuts,table,30,efectivo_retirado,numeric,numeric,NO,0,,
analytics,cash_cuts,table,31,venta_total,numeric,numeric,NO,0,,
analytics,cash_cuts,table,32,hora_apertura,text,text,YES,,,
analytics,cash_cuts,table,33,hora_cierre,text,text,YES,,,
analytics,cash_cuts,table,34,duracion_horas,numeric,numeric,YES,,,
analytics,cash_cuts,table,35,handoff,boolean,bool,YES,,,
analytics,cash_cuts,table,36,warehouse_id,uuid,uuid,YES,,,
analytics,cash_sessions,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
analytics,cash_sessions,table,2,tenant_id,uuid,uuid,NO,,,1
analytics,cash_sessions,table,3,warehouse_code,text,text,NO,,,
analytics,cash_sessions,table,4,warehouse_name,text,text,YES,,,
analytics,cash_sessions,table,5,caja,text,text,NO,,,
analytics,cash_sessions,table,6,folio,text,text,NO,,,
analytics,cash_sessions,table,7,cajero_code,text,text,YES,,,
analytics,cash_sessions,table,8,cajero_nombre,text,text,YES,,,
analytics,cash_sessions,table,9,business_date,date,date,NO,,,
analytics,cash_sessions,table,10,opened_at,timestamp with time zone,timestamptz,YES,,,
analytics,cash_sessions,table,11,closed_at,timestamp with time zone,timestamptz,YES,,,
analytics,cash_sessions,table,12,status,text,text,NO,'open'::text,,
analytics,cash_sessions,table,13,source,text,text,NO,'kepler'::text,,
analytics,cash_sessions,table,14,created_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,cash_sessions,table,15,updated_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,cash_sessions,table,16,warehouse_id,uuid,uuid,YES,,,
analytics,cedis_supply_cadence,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
analytics,cedis_supply_cadence,table,2,tenant_id,uuid,uuid,NO,,,1
analytics,cedis_supply_cadence,table,3,warehouse_id,uuid,uuid,NO,,,
analytics,cedis_supply_cadence,table,4,source_warehouse_id,uuid,uuid,YES,,,
analytics,cedis_supply_cadence,table,5,tercero,text,text,YES,,,
analytics,cedis_supply_cadence,table,6,shipments,integer,int4,NO,0,,
analytics,cedis_supply_cadence,table,7,days_active,integer,int4,NO,0,,
analytics,cedis_supply_cadence,table,8,first_shipment,date,date,YES,,,
analytics,cedis_supply_cadence,table,9,last_shipment,date,date,YES,,,
analytics,cedis_supply_cadence,table,10,cadence_days,numeric,numeric,YES,,,
analytics,cedis_supply_cadence,table,11,avg_shipment_value,numeric,numeric,YES,,,
analytics,cedis_supply_cadence,table,12,window_year,integer,int4,YES,,,
analytics,cedis_supply_cadence,table,13,computed_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,contpaqi_bank_movements,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,contpaqi_bank_movements,table,2,id_movimiento,bigint,int8,NO,,,
analytics,contpaqi_bank_movements,table,3,cuenta,text,text,NO,,,
analytics,contpaqi_bank_movements,table,4,cuenta_nombre,text,text,YES,,,
analytics,contpaqi_bank_movements,table,5,fecha,date,date,NO,,,
analytics,contpaqi_bank_movements,table,6,flujo,text,text,NO,,,
analytics,contpaqi_bank_movements,table,7,importe,numeric,numeric,NO,0,,
analytics,contpaqi_bank_movements,table,8,ejercicio,integer,int4,NO,,,
analytics,contpaqi_bank_movements,table,9,periodo,integer,int4,NO,,,
analytics,contpaqi_bank_movements,table,10,anio_mes,text,text,NO,,,
analytics,contpaqi_bank_movements,table,11,poliza_tipo,integer,int4,YES,,,
analytics,contpaqi_bank_movements,table,12,poliza_folio,integer,int4,YES,,,
analytics,contpaqi_bank_movements,table,13,poliza_guid,text,text,YES,,,
analytics,contpaqi_bank_movements,table,14,concepto,text,text,YES,,,
analytics,contpaqi_bank_movements,table,15,referencia,text,text,YES,,,
analytics,contpaqi_bank_movements,table,16,es_conciliado,boolean,bool,YES,,,
analytics,contpaqi_bank_movements,table,17,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,contpaqi_bank_movements,table,18,src_row_version,bigint,int8,YES,,,
analytics,contpaqi_ledger_monthly,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,contpaqi_ledger_monthly,table,2,cuenta,text,text,NO,,,
analytics,contpaqi_ledger_monthly,table,3,cuenta_nombre,text,text,YES,,,
analytics,contpaqi_ledger_monthly,table,4,cuenta_afectable,boolean,bool,YES,,,
analytics,contpaqi_ledger_monthly,table,5,familia,text,text,YES,,,
analytics,contpaqi_ledger_monthly,table,6,agrupador_sat,text,text,YES,,,
analytics,contpaqi_ledger_monthly,table,7,agrupador_sat_nombre,text,text,YES,,,
analytics,contpaqi_ledger_monthly,table,8,ejercicio,integer,int4,NO,,,
analytics,contpaqi_ledger_monthly,table,9,periodo,integer,int4,NO,,,
analytics,contpaqi_ledger_monthly,table,10,anio_mes,text,text,NO,,,
analytics,contpaqi_ledger_monthly,table,11,saldo_ini,numeric,numeric,NO,0,,
analytics,contpaqi_ledger_monthly,table,12,cargos,numeric,numeric,NO,0,,
analytics,contpaqi_ledger_monthly,table,13,abonos,numeric,numeric,NO,0,,
analytics,contpaqi_ledger_monthly,table,14,neto,numeric,numeric,NO,0,,
analytics,contpaqi_ledger_monthly,table,15,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,contpaqi_suppliers,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,contpaqi_suppliers,table,2,codigo,text,text,NO,,,
analytics,contpaqi_suppliers,table,3,nombre,text,text,YES,,,
analytics,contpaqi_suppliers,table,4,rfc,text,text,YES,,,
analytics,contpaqi_suppliers,table,5,tipo_tercero,integer,int4,YES,,,
analytics,contpaqi_suppliers,table,6,retencion_iva,numeric,numeric,YES,,,
analytics,contpaqi_suppliers,table,7,retencion_isr,numeric,numeric,YES,,,
analytics,contpaqi_suppliers,table,8,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,cron_run_log,table,1,id,bigint,int8,NO,nextval('analytics.cron_run_log_id_seq'::regclass),,
analytics,cron_run_log,table,2,tenant_id,uuid,uuid,NO,,,1
analytics,cron_run_log,table,3,job_key,text,text,NO,,,
analytics,cron_run_log,table,4,status,text,text,NO,,,
analytics,cron_run_log,table,5,started_at,timestamp with time zone,timestamptz,YES,,,
analytics,cron_run_log,table,6,finished_at,timestamp with time zone,timestamptz,YES,,,
analytics,cron_run_log,table,7,rows_affected,bigint,int8,YES,,,
analytics,cron_run_log,table,8,duration_ms,bigint,int8,YES,,,
analytics,cron_run_log,table,9,host,text,text,YES,,,
analytics,cron_run_log,table,10,note,text,text,YES,,,
analytics,cron_run_log,table,11,error,text,text,YES,,,
analytics,cron_run_log,table,12,logged_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,cron_runs,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,cron_runs,table,2,job_key,text,text,NO,,,
analytics,cron_runs,table,3,label,text,text,YES,,,
analytics,cron_runs,table,4,last_start,timestamp with time zone,timestamptz,YES,,,
analytics,cron_runs,table,5,last_finish,timestamp with time zone,timestamptz,YES,,,
analytics,cron_runs,table,6,status,text,text,NO,'running'::text,,
analytics,cron_runs,table,7,rows_affected,bigint,int8,YES,,,
analytics,cron_runs,table,8,duration_ms,bigint,int8,YES,,,
analytics,cron_runs,table,9,note,text,text,YES,,,
analytics,cron_runs,table,10,error,text,text,YES,,,
analytics,cron_runs,table,11,host,text,text,YES,,,
analytics,cron_runs,table,12,updated_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,customer_product_sales,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,customer_product_sales,table,2,erp_code,text,text,NO,,,
analytics,customer_product_sales,table,3,product_id,uuid,uuid,NO,,,
analytics,customer_product_sales,table,4,units_90d,numeric,numeric,YES,0,,
analytics,customer_product_sales,table,5,revenue_90d,numeric,numeric,YES,0,,
analytics,customer_product_sales,table,6,units_180d,numeric,numeric,YES,0,,
analytics,customer_product_sales,table,7,revenue_180d,numeric,numeric,YES,0,,
analytics,customer_product_sales,table,8,last_purchase_date,date,date,YES,,,
analytics,customer_product_sales,table,9,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,customer_receivable_snapshots,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,customer_receivable_snapshots,table,2,snapshot_date,date,date,NO,,,
analytics,customer_receivable_snapshots,table,3,sucursal,text,text,NO,,,
analytics,customer_receivable_snapshots,table,4,saldo_total,numeric,numeric,NO,0,,
analytics,customer_receivable_snapshots,table,5,vencido_total,numeric,numeric,NO,0,,
analytics,customer_receivable_snapshots,table,6,n_clientes,integer,int4,NO,0,,
analytics,customer_receivable_snapshots,table,7,por_vencer,numeric,numeric,NO,0,,
analytics,customer_receivable_snapshots,table,8,d0_30,numeric,numeric,NO,0,,
analytics,customer_receivable_snapshots,table,9,d31_60,numeric,numeric,NO,0,,
analytics,customer_receivable_snapshots,table,10,d61_90,numeric,numeric,NO,0,,
analytics,customer_receivable_snapshots,table,11,d90_plus,numeric,numeric,NO,0,,
analytics,customer_receivable_snapshots,table,12,computed_at,timestamp with time zone,timestamptz,YES,now(),,
analytics,customer_receivables,view,1,tenant_id,uuid,uuid,YES,,,1
analytics,customer_receivables,view,2,sucursal,text,text,YES,,,
analytics,customer_receivables,view,3,doc_code,text,text,YES,,,
analytics,customer_receivables,view,4,doc_tipo,text,text,YES,,,
analytics,customer_receivables,view,5,doc_label,text,text,YES,,,
analytics,customer_receivables,view,6,folio,text,text,YES,,,
analytics,customer_receivables,view,7,folio_digital,text,text,YES,,,
analytics,customer_receivables,view,8,cliente_code,text,text,YES,,,
analytics,customer_receivables,view,9,grupo,text,text,YES,,,
analytics,customer_receivables,view,10,zona,text,text,YES,,,
analytics,customer_receivables,view,11,fecha,date,date,YES,,,
analytics,customer_receivables,view,12,vencimiento,date,date,YES,,,
analytics,customer_receivables,view,13,importe,numeric,numeric,YES,,,
analytics,customer_receivables,view,14,cargo_abono,text,text,YES,,,
analytics,customer_receivables,view,15,signed_amount,numeric,numeric,YES,,,
analytics,customer_receivables,view,16,referencia,text,text,YES,,,
analytics,customer_receivables,view,17,vendedor,text,text,YES,,,
analytics,customer_receivables,view,18,moneda,text,text,YES,,,
analytics,customer_receivables,view,19,source_branch,text,text,YES,,,
analytics,customer_receivables,view,20,saldo_documento,numeric,numeric,YES,,,
analytics,customer_receivables,view,21,aplicaciones,jsonb,jsonb,YES,,,
analytics,customer_receivables,view,22,limite_credito,numeric,numeric,YES,,,
analytics,customer_receivables,view,23,dias_credito,integer,int4,YES,,,
analytics,customer_receivables,view,24,telefono,text,text,YES,,,
analytics,customer_receivables,view,25,computed_at,timestamp with time zone,timestamptz,YES,,,
analytics,customer_receivables,view,26,saldo_ajustado,numeric,numeric,YES,,,
analytics,customer_receivables,view,27,saldo_cliente,numeric,numeric,YES,,,
analytics,customer_receivables,view,28,dias_pago,integer,int4,YES,,,
analytics,customer_receivables,view,29,estatus,text,text,YES,,,
analytics,db_health_alerts,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
analytics,db_health_alerts,table,2,tenant_id,uuid,uuid,NO,,,1
analytics,db_health_alerts,table,3,source_key,character varying,varchar,NO,,60,
analytics,db_health_alerts,table,4,source_label,character varying,varchar,YES,,120,
analytics,db_health_alerts,table,5,group_key,character varying,varchar,YES,,12,
analytics,db_health_alerts,table,6,status,character varying,varchar,NO,,12,
analytics,db_health_alerts,table,7,age_seconds,bigint,int8,YES,,,
analytics,db_health_alerts,table,8,last_update,timestamp with time zone,timestamptz,YES,,,
analytics,db_health_alerts,table,9,note,text,text,YES,,,
analytics,db_health_alerts,table,10,detail,jsonb,jsonb,YES,,,
analytics,db_health_alerts,table,11,first_seen_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,db_health_alerts,table,12,last_seen_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,db_health_alerts,table,13,resolved_at,timestamp with time zone,timestamptz,YES,,,
analytics,db_health_alerts,table,14,acknowledged_at,timestamp with time zone,timestamptz,YES,,,
analytics,db_health_alerts,table,15,acknowledged_by,uuid,uuid,YES,,,
analytics,db_health_alerts,table,16,created_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,db_health_alerts,table,17,updated_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,db_health_alerts,table,18,last_notified_at,timestamp with time zone,timestamptz,YES,,,
analytics,declared_gaps,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
analytics,declared_gaps,table,2,tenant_id,uuid,uuid,NO,,,1
analytics,declared_gaps,table,3,clave,text,text,NO,,,
analytics,declared_gaps,table,4,titulo,text,text,NO,,,
analytics,declared_gaps,table,5,monto,numeric,numeric,YES,,,
analytics,declared_gaps,table,6,unidad,text,text,YES,,,
analytics,declared_gaps,table,7,declarado_en,date,date,NO,,,
analytics,declared_gaps,table,8,motivo,text,text,NO,,,
analytics,declared_gaps,table,9,resolver_faltante,text,text,YES,,,
analytics,declared_gaps,table,10,recheck_sql,text,text,NO,,,
analytics,declared_gaps,table,11,estado,text,text,NO,'abierto'::text,,
analytics,declared_gaps,table,12,ultima_medicion,timestamp with time zone,timestamptz,YES,,,
analytics,declared_gaps,table,13,ultimo_detalle,text,text,YES,,,
analytics,declared_gaps,table,14,created_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,declared_gaps,table,15,updated_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,demand_acceleration,table,1,tenant_id,uuid,uuid,NO,,,1
analytics,demand_acceleration,table,2,product_id,uuid,uuid,NO,,,
analytics,demand_acceleration,table,3,sku,text,text,YES,,,
analytics,demand_acceleration,table,4,nombre,text,text,YES,,,
analytics,demand_acceleration,table,5,mu_recent,numeric,numeric,YES,,,
analytics,demand_acceleration,table,6,sd_recent,numeric,numeric,YES,,,
analytics,demand_acceleration,table,7,n_recent,integer,int4,YES,,,
analytics,demand_acceleration,table,8,mu_prior,numeric,numeric,YES,,,
analytics,demand_acceleration,table,9,sd_prior,numeric,numeric,YES,,,
analytics,demand_acceleration,table,10,n_prior,integer,int4,YES,,,
analytics,demand_acceleration,table,11,z_short,numeric,numeric,YES,,,
analytics,demand_acceleration,table,12,mu_cur60,numeric,numeric,YES,,,
analytics,demand_acceleration,table,13,mu_yoy60,numeric,numeric,YES,,,
analytics,demand_acceleration,table,14,z_seasonal,numeric,numeric,YES,,,
analytics,demand_acceleration,table,15,has_seasonal,boolean,bool,NO,false,,
analytics,demand_acceleration,table,16,iad,numeric,numeric,YES,,,
analytics,demand_acceleration,table,17,band,text,text,YES,,,
analytics,demand_acceleration,table,18,status,text,text,NO,'ok'::text,,
analytics,demand_acceleration,table,19,computed_at,timestamp with time zone,timestamptz,NO,now(),,
analytics,erp_collections,view,1,tenant_id,uuid,uuid,YES,,,1
analytics,erp_collections,view,2,sucursal,text,text,YES,,,
analytics,erp_collections,view,3,folio,text,text,YES,,,
analytics,erp_collections,view,4,doc_prefix,text,text,YES,,,
analytics,erp_collections,view,5,cobro_date,date,date,YES,,,
analytics,erp_collections,view,6,cliente_code,text,text,YES,,,
analytics,erp_collections,view,7,cliente_nombre,text,text,YES,,,
analytics,erp_collections,view,8,concepto,text,text,YES,,,
analytics,erp_collections,view,9,forma_pago,text,text,YES,,,
analytics,erp_collections,view,10,monto,numeric,numeric,YES,,,
analytics,erp_collections,view,11,tipo_cuenta,text,text,YES,,,
analytics,erp_collections,view,12,source_branch,text,text,YES,,,
analytics,erp_collections,view,13,computed_at,timestamp with time zone,timestamptz,YES,,,
