schema,table,kind,ordinal,column,data_type,udt,nullable,column_default,maxlen,is_tenant_id
identity,user_responsibilities,table,13,deleted_at,timestamp with time zone,timestamptz,YES,,,
identity,user_responsibilities,table,14,deleted_by,uuid,uuid,YES,,,
identity,user_roles,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
identity,user_roles,table,2,tenant_id,uuid,uuid,NO,,,1
identity,user_roles,table,3,user_id,uuid,uuid,NO,,,
identity,user_roles,table,4,role_name,character varying,varchar,NO,,100,
identity,user_roles,table,5,is_primary,boolean,bool,NO,false,,
identity,user_roles,table,6,nota,text,text,YES,,,
identity,user_roles,table,7,created_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
identity,user_roles,table,8,created_by,uuid,uuid,YES,,,
identity,user_roles,table,9,updated_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
identity,user_roles,table,10,updated_by,uuid,uuid,YES,,,
identity,user_scopes,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
identity,user_scopes,table,2,tenant_id,uuid,uuid,NO,,,1
identity,user_scopes,table,3,user_id,uuid,uuid,NO,,,
identity,user_scopes,table,4,dimension,character varying,varchar,NO,,40,
identity,user_scopes,table,5,mode,character varying,varchar,NO,,10,
identity,user_scopes,table,6,values,ARRAY,_text,YES,,,
identity,user_scopes,table,7,mode_write,character varying,varchar,YES,,10,
identity,user_scopes,table,8,nota,text,text,YES,,,
identity,user_scopes,table,9,created_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
identity,user_scopes,table,10,created_by,uuid,uuid,YES,,,
identity,user_scopes,table,11,updated_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
identity,user_scopes,table,12,updated_by,uuid,uuid,YES,,,
identity,users,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
identity,users,table,2,tenant_id,uuid,uuid,NO,,,1
identity,users,table,3,username,character varying,varchar,NO,,100,
identity,users,table,4,password_hash,character varying,varchar,YES,,255,
identity,users,table,5,nombre,character varying,varchar,YES,,150,
identity,users,table,6,zona_id,uuid,uuid,YES,,,
identity,users,table,7,role_name,character varying,varchar,NO,,50,
identity,users,table,8,supervisor_id,uuid,uuid,YES,,,
identity,users,table,9,activo,boolean,bool,NO,true,,
identity,users,table,10,meta_puntos,integer,int4,NO,5000,,
identity,users,table,11,created_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
identity,users,table,12,created_by,uuid,uuid,YES,,,
identity,users,table,13,updated_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
identity,users,table,14,updated_by,uuid,uuid,YES,,,
identity,users,table,15,deleted_at,timestamp with time zone,timestamptz,YES,,,
identity,users,table,16,deleted_by,uuid,uuid,YES,,,
identity,users,table,17,customer_id,uuid,uuid,YES,,,
identity,users,table,18,last_login_at,timestamp with time zone,timestamptz,YES,,,
identity,users,table,19,last_login_ip,character varying,varchar,YES,,45,
identity,users,table,20,last_login_user_agent,text,text,YES,,,
identity,users,table,21,warehouse_code,character varying,varchar,YES,,4,
identity,users,table,22,finance_expense_area_ids,ARRAY,_uuid,YES,,,
identity,users,table,23,warehouse_id,uuid,uuid,YES,,,
identity,users,table,24,department_code,character varying,varchar,YES,,50,
identity,users,table,25,position_code,character varying,varchar,YES,,50,
identity,users,table,26,status,character varying,varchar,NO,'active'::character varying,20,
identity,users,table,27,must_change_password,boolean,bool,NO,false,,
identity,users,table,28,password_changed_at,timestamp with time zone,timestamptz,YES,,,
identity,users,table,29,terminated_at,timestamp with time zone,timestamptz,YES,,,
identity,users,table,30,kind,character varying,varchar,NO,'interno'::character varying,20,
identity,users,table,31,expires_at,timestamp with time zone,timestamptz,YES,,,
identity,users,table,32,route_id,uuid,uuid,YES,,,
identity,users,table,33,token_ttl_days,integer,int4,YES,,,
identity,v_authz_coherencia,view,1,tenant_id,uuid,uuid,YES,,,1
identity,v_authz_coherencia,view,2,tipo,text,text,YES,,,
identity,v_authz_coherencia,view,3,sujeto,character varying,varchar,YES,,,
identity,v_authz_coherencia,view,4,detalle,character varying,varchar,YES,,,
identity,v_authz_coherencia,view,5,cuantos,integer,int4,YES,,,
identity,v_authz_coherencia,view,6,de_cuantos,integer,int4,YES,,,
identity,v_authz_coherencia,view,7,dice,text,text,YES,,,
identity,v_position_history,view,1,tenant_id,uuid,uuid,YES,,,1
identity,v_position_history,view,2,user_id,uuid,uuid,YES,,,
identity,v_position_history,view,3,position_code,text,text,YES,,,
identity,v_position_history,view,4,department_code,text,text,YES,,,
identity,v_position_history,view,5,desde,timestamp with time zone,timestamptz,YES,,,
identity,v_position_history,view,6,hasta,timestamp with time zone,timestamptz,YES,,,
identity,v_position_history,view,7,vigente,boolean,bool,YES,,,
identity,v_position_history,view,8,desde_origen,text,text,YES,,,
identity,v_position_history,view,9,motivo,text,text,YES,,,
identity,v_position_history,view,10,actor_user_id,uuid,uuid,YES,,,
identity,v_position_history,view,11,actor_username,character varying,varchar,YES,,64,
identity,v_position_history,view,12,registrado_at,timestamp with time zone,timestamptz,YES,,,
intelligence,pdv_presence,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
intelligence,pdv_presence,table,2,tenant_id,uuid,uuid,NO,,,1
intelligence,pdv_presence,table,3,customer_id,uuid,uuid,NO,,,
intelligence,pdv_presence,table,4,product_id,uuid,uuid,NO,,,
intelligence,pdv_presence,table,5,marks,integer,int4,NO,0,,
intelligence,pdv_presence,table,6,capture_count,integer,int4,NO,0,,
intelligence,pdv_presence,table,7,last_seen,timestamp with time zone,timestamptz,YES,,,
intelligence,pdv_presence,table,8,computed_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
intelligence,product_affinity,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
intelligence,product_affinity,table,2,tenant_id,uuid,uuid,NO,,,1
intelligence,product_affinity,table,3,product_a,uuid,uuid,NO,,,
intelligence,product_affinity,table,4,product_b,uuid,uuid,NO,,,
intelligence,product_affinity,table,5,co_count,integer,int4,NO,0,,
intelligence,product_affinity,table,6,support,numeric,numeric,YES,,,
intelligence,product_affinity,table,7,confidence,numeric,numeric,YES,,,
intelligence,product_affinity,table,8,lift,numeric,numeric,YES,,,
intelligence,product_affinity,table,9,computed_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
intelligence,push_directives,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
intelligence,push_directives,table,2,tenant_id,uuid,uuid,NO,,,1
intelligence,push_directives,table,3,directive_type,character varying,varchar,NO,,20,
intelligence,push_directives,table,4,target_kind,character varying,varchar,NO,,10,
intelligence,push_directives,table,5,target_id,uuid,uuid,NO,,,
intelligence,push_directives,table,6,boost,numeric,numeric,NO,0.5,,
intelligence,push_directives,table,7,reason,character varying,varchar,NO,,80,
intelligence,push_directives,table,8,sponsor,character varying,varchar,YES,,80,
intelligence,push_directives,table,9,valid_from,date,date,YES,,,
intelligence,push_directives,table,10,valid_to,date,date,YES,,,
intelligence,push_directives,table,11,active,boolean,bool,NO,true,,
intelligence,push_directives,table,12,created_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
intelligence,push_directives,table,13,created_by,uuid,uuid,YES,,,
intelligence,push_directives,table,14,updated_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
intelligence,push_directives,table,15,deleted_at,timestamp with time zone,timestamptz,YES,,,
intelligence,zone_demand,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
intelligence,zone_demand,table,2,tenant_id,uuid,uuid,NO,,,1
intelligence,zone_demand,table,3,zona,character varying,varchar,NO,,100,
intelligence,zone_demand,table,4,product_id,uuid,uuid,NO,,,
intelligence,zone_demand,table,5,units,numeric,numeric,YES,,,
intelligence,zone_demand,table,6,revenue,numeric,numeric,YES,,,
intelligence,zone_demand,table,7,demand_index,numeric,numeric,YES,,,
intelligence,zone_demand,table,8,rank,integer,int4,YES,,,
intelligence,zone_demand,table,9,computed_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
inventory,products,table,1,sku,character varying,varchar,NO,,20,
inventory,products,table,2,producto_servicio,boolean,bool,YES,,,
inventory,products,table,3,codigo_barras,character varying,varchar,YES,,30,
inventory,products,table,4,subfamilia,character varying,varchar,YES,,10,
inventory,products,table,5,nombre,character varying,varchar,YES,,100,
inventory,products,table,6,descripcion,character varying,varchar,YES,,200,
inventory,products,table,7,unidad_compra,character varying,varchar,YES,,10,
inventory,products,table,8,unidad_venta,character varying,varchar,YES,,10,
inventory,products,table,9,factor_compra,bigint,int8,YES,,,
inventory,products,table,10,factor_venta,bigint,int8,YES,,,
inventory,products,table,11,venta_valor_anual,numeric,numeric,YES,,,
inventory,products,table,12,venta_valor_costo_anual,numeric,numeric,YES,,,
inventory,products,table,13,venta_unidad_anual,numeric,numeric,YES,,,
inventory,products,table,14,categoria,character varying,varchar,YES,,10,
inventory,products,table,15,ieps_compra,bigint,int8,YES,,,
inventory,products,table,16,iva_compra,bigint,int8,YES,,,
inventory,products,table,17,ieps_venta,bigint,int8,YES,,,
inventory,products,table,18,iva_venta,bigint,int8,YES,,,
inventory,products,table,19,ptos_frecuencia,bigint,int8,YES,,,
inventory,products,table,20,fecha_alta,timestamp with time zone,timestamptz,YES,,,
inventory,products,table,21,fecha_ultima_modificacion,timestamp with time zone,timestamptz,YES,,,
inventory,products,table,22,a_1,character varying,varchar,YES,,20,
inventory,products,table,23,a_2,character varying,varchar,YES,,10,
inventory,products,table,24,a_3,character varying,varchar,YES,,10,
inventory,products,table,25,synced_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
inventory,products,table,26,synced_from,character varying,varchar,YES,'erp.catalogo_completo'::character varying,50,
inventory,products,table,27,image_url,text,text,YES,,,
inventory,products,table,28,image_source,character varying,varchar,YES,,20,
inventory,products,table,29,image_storage_key,character varying,varchar,YES,,255,
inventory,products,table,30,image_updated_at,timestamp with time zone,timestamptz,YES,,,
inventory,products_active,table,1,sku,character varying,varchar,NO,,20,
inventory,products_active,table,2,codigo_barras,character varying,varchar,YES,,30,
inventory,products_active,table,3,subfamilia,character varying,varchar,YES,,10,
inventory,products_active,table,4,nombre,character varying,varchar,YES,,100,
inventory,products_active,table,5,descripcion,character varying,varchar,YES,,200,
inventory,products_active,table,6,unidad_compra,character varying,varchar,YES,,10,
inventory,products_active,table,7,unidad_venta,character varying,varchar,YES,,10,
inventory,products_active,table,8,categoria,character varying,varchar,YES,,10,
inventory,products_active,table,9,synced_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
inventory,products_active,table,10,image_url,text,text,YES,,,
inventory,products_active,table,11,image_source,character varying,varchar,YES,,20,
inventory,products_active,table,12,image_storage_key,character varying,varchar,YES,,255,
inventory,products_active,table,13,image_updated_at,timestamp with time zone,timestamptz,YES,,,
inventory,warehouse_stock,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
inventory,warehouse_stock,table,2,tenant_id,uuid,uuid,NO,,,1
inventory,warehouse_stock,table,3,warehouse_id,uuid,uuid,NO,,,
inventory,warehouse_stock,table,4,sku,character varying,varchar,NO,,40,
inventory,warehouse_stock,table,5,quantity,numeric,numeric,NO,'0'::numeric,,
inventory,warehouse_stock,table,6,reserved_quantity,numeric,numeric,NO,'0'::numeric,,
inventory,warehouse_stock,table,7,updated_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
inventory,warehouse_stock,table,8,updated_by,uuid,uuid,YES,,,
inventory,warehouse_stock_movements,table,1,id,uuid,uuid,NO,gen_random_uuid(),,
inventory,warehouse_stock_movements,table,2,tenant_id,uuid,uuid,NO,,,1
inventory,warehouse_stock_movements,table,3,warehouse_id,uuid,uuid,NO,,,
inventory,warehouse_stock_movements,table,4,sku,character varying,varchar,NO,,40,
inventory,warehouse_stock_movements,table,5,movement_type,character varying,varchar,NO,,20,
inventory,warehouse_stock_movements,table,6,quantity,numeric,numeric,NO,,,
inventory,warehouse_stock_movements,table,7,quantity_before,numeric,numeric,YES,,,
inventory,warehouse_stock_movements,table,8,quantity_after,numeric,numeric,YES,,,
inventory,warehouse_stock_movements,table,9,reference_type,character varying,varchar,YES,,50,
inventory,warehouse_stock_movements,table,10,reference_id,uuid,uuid,YES,,,
inventory,warehouse_stock_movements,table,11,notes,text,text,YES,,,
inventory,warehouse_stock_movements,table,12,created_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,
inventory,warehouse_stock_movements,table,13,created_by,uuid,uuid,YES,,,
inventory,warehouse_stock_movements,table,14,reason_code,character varying,varchar,YES,,30,
kepler_ods,_sync_status,table,1,table_name,text,text,NO,,,
kepler_ods,_sync_status,table,2,last_push_at,timestamp with time zone,timestamptz,NO,now(),,
kepler_ods,_sync_status,table,3,rows_last,integer,int4,YES,0,,
kepler_ods,_sync_status,table,4,rows_seen,integer,int4,YES,0,,
kepler_ods,ctl,table,1,sucursal,text,text,NO,,,
kepler_ods,ctl,table,2,table_name,text,text,NO,,,
kepler_ods,ctl,table,3,last_ctid,text,text,YES,,,
kepler_ods,ctl,table,4,rows_last,integer,int4,YES,,,
kepler_ods,ctl,table,5,changed_last,integer,int4,YES,,,
kepler_ods,ctl,table,6,last_run_at,timestamp with time zone,timestamptz,YES,,,
kepler_ods,datfisparams,table,1,sucursal,text,text,NO,,,
kepler_ods,datfisparams,table,2,k_code,text,text,NO,,,
kepler_ods,datfisparams,table,3,k_param,text,text,YES,,,
kepler_ods,doctype,table,1,sucursal,text,text,NO,,,
kepler_ods,doctype,table,2,k_code,text,text,NO,,,
kepler_ods,doctype,table,3,k_parent,text,text,YES,,,
kepler_ods,doctype,table,4,k_dscr,text,text,YES,,,
kepler_ods,doctype,table,5,k_level,text,text,YES,,,
kepler_ods,doctype,table,6,k_foliocode,text,text,YES,,,
kepler_ods,doctype,table,7,k_foliofield,text,text,YES,,,
kepler_ods,doctype,table,8,k_gender,text,text,YES,,,
kepler_ods,doctype,table,9,k_nature,text,text,YES,,,
kepler_ods,doctype,table,10,k_inactive,numeric,numeric,YES,,,
kepler_ods,doctype,table,11,k_sttstc,text,text,YES,,,
kepler_ods,doctype,table,12,k_jtype,text,text,YES,,,
kepler_ods,doctype,table,13,k_doc7,text,text,YES,,,
kepler_ods,doctype,table,14,k_binv,numeric,numeric,YES,,,
kepler_ods,doctype,table,15,k_bacr,numeric,numeric,YES,,,
kepler_ods,doctype,table,16,k_bacc,numeric,numeric,YES,,,
kepler_ods,doctype,table,17,k_bcash,numeric,numeric,YES,,,
kepler_ods,doctype,table,18,k_pg,text,text,YES,,,
kepler_ods,doctype,table,19,k_pgcode,text,text,YES,,,
kepler_ods,doctype,table,20,k_pginv,text,text,YES,,,
kepler_ods,doctype,table,21,k_pgprt,text,text,YES,,,
kepler_ods,doctype,table,22,k_pgacc,text,text,YES,,,
kepler_ods,k95doc,table,1,sucursal,text,text,NO,,,
kepler_ods,k95doc,table,2,c1,text,text,NO,,,
kepler_ods,k95doc,table,3,c2,text,text,YES,,,
kepler_ods,k95doc,table,4,c3,text,text,YES,,,
kepler_ods,k95doc,table,5,c4,text,text,YES,,,
kepler_ods,k95doc,table,6,c5,text,text,YES,,,
kepler_ods,k95doc,table,7,c6,text,text,YES,,,
kepler_ods,k95doc,table,8,c7,text,text,YES,,,
kepler_ods,k95doc,table,9,c8,text,text,YES,,,
kepler_ods,k95doc,table,10,c9,text,text,YES,,,
kepler_ods,k95doc,table,11,c10,text,text,YES,,,
kepler_ods,k95doccat1,table,1,sucursal,text,text,NO,,,
kepler_ods,k95doccat1,table,2,c1,text,text,NO,,,
kepler_ods,k95doccat1,table,3,c2,text,text,YES,,,
kepler_ods,k95doccat2,table,1,sucursal,text,text,NO,,,
kepler_ods,k95doccat2,table,2,c1,text,text,NO,,,
kepler_ods,k95doccat2,table,3,c2,text,text,NO,,,
kepler_ods,k95doccat2,table,4,c3,text,text,YES,,,
kepler_ods,k95doccat3,table,1,sucursal,text,text,NO,,,
kepler_ods,k95doccat3,table,2,c1,text,text,NO,,,
kepler_ods,k95doccat3,table,3,c2,text,text,NO,,,
kepler_ods,k95doccat3,table,4,c3,text,text,NO,,,
kepler_ods,k95doccat3,table,5,c4,text,text,YES,,,
kepler_ods,kdb1,table,1,sucursal,text,text,NO,,,
kepler_ods,kdb1,table,2,c1,text,text,NO,,,
kepler_ods,kdb1,table,3,c2,text,text,YES,,,
kepler_ods,kdb1,table,4,c3,text,text,YES,,,
kepler_ods,kdb1,table,5,c4,text,text,YES,,,
kepler_ods,kdb1,table,6,c5,text,text,YES,,,
kepler_ods,kdb1,table,7,c6,text,text,YES,,,
kepler_ods,kdb1,table,8,c7,text,text,YES,,,
kepler_ods,kdb1,table,9,c8,text,text,YES,,,
kepler_ods,kdb1,table,10,c9,text,text,YES,,,
kepler_ods,kdb1,table,11,c10,text,text,YES,,,
kepler_ods,kdb1,table,12,c11,text,text,YES,,,
kepler_ods,kdb1,table,13,c12,text,text,YES,,,
kepler_ods,kdb2,table,1,sucursal,text,text,NO,,,
kepler_ods,kdb2,table,2,c1,timestamp without time zone,timestamp,NO,,,
kepler_ods,kdb2,table,3,c2,text,text,NO,,,
kepler_ods,kdb2,table,4,c3,text,text,YES,,,
kepler_ods,kdb2,table,5,c4,numeric,numeric,NO,,,
kepler_ods,kdb2,table,6,c5,text,text,NO,,,
kepler_ods,kdb2,table,7,c6,numeric,numeric,NO,,,
kepler_ods,kdb2,table,8,c7,numeric,numeric,YES,,,
kepler_ods,kdb2,table,9,c8,numeric,numeric,YES,,,
kepler_ods,kdb3,table,1,sucursal,text,text,NO,,,
kepler_ods,kdb3,table,2,c1,timestamp without time zone,timestamp,NO,,,
kepler_ods,kdb3,table,3,c2,text,text,NO,,,
kepler_ods,kdb3,table,4,c3,text,text,YES,,,
kepler_ods,kdb3,table,5,c4,numeric,numeric,NO,,,
kepler_ods,kdb3,table,6,c5,text,text,NO,,,
kepler_ods,kdb3,table,7,c6,numeric,numeric,NO,,,
kepler_ods,kdb3,table,8,c7,numeric,numeric,YES,,,
kepler_ods,kdb3,table,9,c8,numeric,numeric,YES,,,
kepler_ods,kdc124,table,1,sucursal,text,text,NO,,,
kepler_ods,kdc124,table,2,c1,text,text,NO,,,
kepler_ods,kdc124,table,3,c2,text,text,YES,,,
kepler_ods,kdc124,table,4,c3,text,text,YES,,,
kepler_ods,kdc124,table,5,c4,numeric,numeric,YES,,,
kepler_ods,kdc124,table,6,c5,text,text,YES,,,
kepler_ods,kdc124,table,7,c6,text,text,YES,,,
kepler_ods,kdc124,table,8,c7,text,text,YES,,,
kepler_ods,kdc124,table,9,c8,text,text,YES,,,
kepler_ods,kdc124,table,10,c9,text,text,YES,,,
kepler_ods,kdc124,table,11,c10,text,text,YES,,,
kepler_ods,kdc124,table,12,c11,numeric,numeric,YES,,,
kepler_ods,kdc124,table,13,c12,text,text,YES,,,
kepler_ods,kdc124,table,14,c13,text,text,YES,,,
kepler_ods,kdc124,table,15,c14,numeric,numeric,YES,,,
kepler_ods,kdc124,table,16,c15,numeric,numeric,YES,,,
kepler_ods,kdc124,table,17,c16,numeric,numeric,YES,,,
kepler_ods,kdc124,table,18,c17,numeric,numeric,YES,,,
kepler_ods,kdc124,table,19,c18,numeric,numeric,YES,,,
kepler_ods,kdc124,table,20,c19,numeric,numeric,YES,,,
kepler_ods,kdc124,table,21,c20,numeric,numeric,YES,,,
kepler_ods,kdc124,table,22,c21,numeric,numeric,YES,,,
kepler_ods,kdc124,table,23,c22,numeric,numeric,YES,,,
kepler_ods,kdc124,table,24,c23,numeric,numeric,YES,,,
kepler_ods,kdc124,table,25,c24,numeric,numeric,YES,,,
kepler_ods,kdc124,table,26,c25,numeric,numeric,YES,,,
kepler_ods,kdc124,table,27,c26,numeric,numeric,YES,,,
kepler_ods,kdc124,table,28,c27,numeric,numeric,YES,,,
kepler_ods,kdc124,table,29,c28,numeric,numeric,YES,,,
kepler_ods,kdc124,table,30,c29,numeric,numeric,YES,,,
kepler_ods,kdc124,table,31,c30,numeric,numeric,YES,,,
kepler_ods,kdc124,table,32,c31,numeric,numeric,YES,,,
kepler_ods,kdc124,table,33,c32,numeric,numeric,YES,,,
kepler_ods,kdc124,table,34,c33,numeric,numeric,YES,,,
kepler_ods,kdc124,table,35,c34,numeric,numeric,YES,,,
kepler_ods,kdc124,table,36,c35,numeric,numeric,YES,,,
kepler_ods,kdc124,table,37,c36,numeric,numeric,YES,,,
kepler_ods,kdc124,table,38,c37,numeric,numeric,YES,,,
kepler_ods,kdc124,table,39,c38,numeric,numeric,YES,,,
kepler_ods,kdc124,table,40,c39,numeric,numeric,YES,,,
kepler_ods,kdc124,table,41,c40,numeric,numeric,YES,,,
kepler_ods,kdc124,table,42,c41,numeric,numeric,YES,,,
kepler_ods,kdc124,table,43,c42,numeric,numeric,YES,,,
kepler_ods,kdc124,table,44,c43,numeric,numeric,YES,,,
kepler_ods,kdc124,table,45,c44,numeric,numeric,YES,,,
kepler_ods,kdc124,table,46,c45,numeric,numeric,YES,,,
kepler_ods,kdc124,table,47,c46,numeric,numeric,YES,,,
kepler_ods,kdc124,table,48,c47,numeric,numeric,YES,,,
kepler_ods,kdc124,table,49,c48,numeric,numeric,YES,,,
kepler_ods,kdc124,table,50,c49,numeric,numeric,YES,,,
kepler_ods,kdc124,table,51,c50,numeric,numeric,YES,,,
kepler_ods,kdc124,table,52,c51,numeric,numeric,YES,,,
kepler_ods,kdc124,table,53,c52,numeric,numeric,YES,,,
kepler_ods,kdc124,table,54,c53,numeric,numeric,YES,,,
kepler_ods,kdc124,table,55,c54,numeric,numeric,YES,,,
kepler_ods,kdc124,table,56,c55,numeric,numeric,YES,,,
kepler_ods,kdc124,table,57,c56,numeric,numeric,YES,,,
kepler_ods,kdc124,table,58,c57,numeric,numeric,YES,,,
kepler_ods,kdc124,table,59,c58,numeric,numeric,YES,,,
kepler_ods,kdc124,table,60,c59,numeric,numeric,YES,,,
kepler_ods,kdc124,table,61,c60,numeric,numeric,YES,,,
kepler_ods,kdc124,table,62,c61,numeric,numeric,YES,,,
kepler_ods,kdc124,table,63,c62,numeric,numeric,YES,,,
kepler_ods,kdc124,table,64,c63,numeric,numeric,YES,,,
kepler_ods,kdc124,table,65,c64,numeric,numeric,YES,,,
kepler_ods,kdc124,table,66,c65,numeric,numeric,YES,,,
kepler_ods,kdc124,table,67,c66,numeric,numeric,YES,,,
kepler_ods,kdc124,table,68,c67,numeric,numeric,YES,,,
kepler_ods,kdc124,table,69,c68,numeric,numeric,YES,,,
kepler_ods,kdc124,table,70,c69,numeric,numeric,YES,,,
kepler_ods,kdc124,table,71,c70,numeric,numeric,YES,,,
kepler_ods,kdc124,table,72,c71,numeric,numeric,YES,,,
kepler_ods,kdc124,table,73,c72,numeric,numeric,YES,,,
kepler_ods,kdc124,table,74,c73,numeric,numeric,YES,,,
kepler_ods,kdc124,table,75,c74,numeric,numeric,YES,,,
kepler_ods,kdc124,table,76,c75,numeric,numeric,YES,,,
kepler_ods,kdc124,table,77,c76,numeric,numeric,YES,,,
kepler_ods,kdc124,table,78,c77,numeric,numeric,YES,,,
kepler_ods,kdc124,table,79,c78,numeric,numeric,YES,,,
kepler_ods,kdc124,table,80,c79,numeric,numeric,YES,,,
kepler_ods,kdc124,table,81,c80,numeric,numeric,YES,,,
kepler_ods,kdc124,table,82,c81,numeric,numeric,YES,,,
kepler_ods,kdc124,table,83,c82,numeric,numeric,YES,,,
kepler_ods,kdc124,table,84,c83,numeric,numeric,YES,,,
kepler_ods,kdc124,table,85,c84,numeric,numeric,YES,,,
kepler_ods,kdc124,table,86,c85,numeric,numeric,YES,,,
kepler_ods,kdc124,table,87,c86,numeric,numeric,YES,,,
kepler_ods,kdc124,table,88,c87,text,text,YES,,,
kepler_ods,kdc124,table,89,c88,text,text,YES,,,
kepler_ods,kdc124,table,90,c89,text,text,YES,,,
kepler_ods,kdc124,table,91,c90,text,text,YES,,,
kepler_ods,kdc124,table,92,c91,numeric,numeric,YES,,,
kepler_ods,kdc124,table,93,c92,numeric,numeric,YES,,,
kepler_ods,kdc124,table,94,c93,numeric,numeric,YES,,,
kepler_ods,kdc124,table,95,c94,numeric,numeric,YES,,,
kepler_ods,kdc124,table,96,c95,text,text,YES,,,
kepler_ods,kdc124,table,97,c96,text,text,YES,,,
kepler_ods,kdc124,table,98,c97,text,text,YES,,,
kepler_ods,kdc124,table,99,c98,text,text,YES,,,
kepler_ods,kdc124,table,100,c99,text,text,YES,,,
kepler_ods,kdc124,table,101,c100,text,text,YES,,,
kepler_ods,kdc125,table,1,sucursal,text,text,NO,,,
kepler_ods,kdc125,table,2,c1,text,text,NO,,,
kepler_ods,kdc125,table,3,c2,text,text,YES,,,
kepler_ods,kdc125,table,4,c3,text,text,YES,,,
kepler_ods,kdc125,table,5,c4,numeric,numeric,YES,,,
kepler_ods,kdc125,table,6,c5,text,text,YES,,,
kepler_ods,kdc125,table,7,c6,text,text,YES,,,
kepler_ods,kdc125,table,8,c7,text,text,YES,,,
kepler_ods,kdc125,table,9,c8,text,text,YES,,,
kepler_ods,kdc125,table,10,c9,text,text,YES,,,
kepler_ods,kdc125,table,11,c10,text,text,YES,,,
kepler_ods,kdc125,table,12,c11,numeric,numeric,YES,,,
kepler_ods,kdc125,table,13,c12,text,text,YES,,,
kepler_ods,kdc125,table,14,c13,text,text,YES,,,
kepler_ods,kdc125,table,15,c14,numeric,numeric,YES,,,
kepler_ods,kdc125,table,16,c15,numeric,numeric,YES,,,
kepler_ods,kdc125,table,17,c16,numeric,numeric,YES,,,
kepler_ods,kdc125,table,18,c17,numeric,numeric,YES,,,
kepler_ods,kdc125,table,19,c18,numeric,numeric,YES,,,
kepler_ods,kdc125,table,20,c19,numeric,numeric,YES,,,
kepler_ods,kdc125,table,21,c20,numeric,numeric,YES,,,
kepler_ods,kdc125,table,22,c21,numeric,numeric,YES,,,
kepler_ods,kdc125,table,23,c22,numeric,numeric,YES,,,
kepler_ods,kdc125,table,24,c23,numeric,numeric,YES,,,
kepler_ods,kdc125,table,25,c24,numeric,numeric,YES,,,
kepler_ods,kdc125,table,26,c25,numeric,numeric,YES,,,
kepler_ods,kdc125,table,27,c26,numeric,numeric,YES,,,
kepler_ods,kdc125,table,28,c27,numeric,numeric,YES,,,
kepler_ods,kdc125,table,29,c28,numeric,numeric,YES,,,
kepler_ods,kdc125,table,30,c29,numeric,numeric,YES,,,
kepler_ods,kdc125,table,31,c30,numeric,numeric,YES,,,
kepler_ods,kdc125,table,32,c31,numeric,numeric,YES,,,
kepler_ods,kdc125,table,33,c32,numeric,numeric,YES,,,
kepler_ods,kdc125,table,34,c33,numeric,numeric,YES,,,
kepler_ods,kdc125,table,35,c34,numeric,numeric,YES,,,
kepler_ods,kdc125,table,36,c35,numeric,numeric,YES,,,
kepler_ods,kdc125,table,37,c36,numeric,numeric,YES,,,
kepler_ods,kdc125,table,38,c37,numeric,numeric,YES,,,
kepler_ods,kdc125,table,39,c38,numeric,numeric,YES,,,
kepler_ods,kdc125,table,40,c39,numeric,numeric,YES,,,
kepler_ods,kdc125,table,41,c40,numeric,numeric,YES,,,
kepler_ods,kdc125,table,42,c41,numeric,numeric,YES,,,
kepler_ods,kdc125,table,43,c42,numeric,numeric,YES,,,
kepler_ods,kdc125,table,44,c43,numeric,numeric,YES,,,
kepler_ods,kdc125,table,45,c44,numeric,numeric,YES,,,
kepler_ods,kdc125,table,46,c45,numeric,numeric,YES,,,
kepler_ods,kdc125,table,47,c46,numeric,numeric,YES,,,
kepler_ods,kdc125,table,48,c47,numeric,numeric,YES,,,
kepler_ods,kdc125,table,49,c48,numeric,numeric,YES,,,
